TestId,Protocol,TestDate,Location,DeviceOperator,KitOperator,DeviceId,KitId,KitLot,Usage,Input,InputGroup,InputC,Result,AsExpected,Well1,Well2,Well3,Well4,Well5,ResultComment
2022-01-11_NABITA004.26_3,S2R,1/11/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20133,20202.1221,Cartidge underfilling test,Negative,Negative,0,Invalid,NA,-1,3.2,-0.8,-1.3,-1.6,No sample used (no swab) and no transfer step; loaded cartridge straight from packaging
2022-01-12_NABITA004.26_1,S2R,1/12/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20165,20202.0122,Sub-assembly release,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,182.7,56.6,108,95.8,203.7,
2022-01-12_NABITA004.26_2,S2R,1/12/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20187,20202.0122,Sub-assembly release,Negative NasalW,Negative,0,Negative,Yes,141.8,12.4,15.4,16.4,20.8,
2022-01-13_NABITA004.26_1,S2R,1/13/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20184,20202.0122,LoD 1 test - Rep 1,Positive - GINW23.9,Positive,23.9,Negative,No,111.7,11.6,12.9,9.4,10.4,
2022-01-13_NABITA004.26_2,S2R,1/13/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20171,20202.0122,LoD 1 test - Rep 2,Positive - GINW23.9,Positive,23.9,Negative,No,61.3,8.9,7.4,14.9,9.7,
2022-01-13_NABITA004.26_3,S2R,1/13/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20181,20202.0122,LoD 1 test - Rep 3,Positive - GINW23.9,Positive,23.9,Positive,Yes,82.4,12.6,69,14.6,10,
2022-01-13_NABITA004.26_4,S2R,1/13/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20157,20202.0122,LoD 2 test - Rep 1,Positive - GINW50,Positive,50,Negative,No,87.6,10.9,23.5,23.3,17,
2022-01-13_NABITA004.26_5,S2R,1/13/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20162,20202.0122,LoD 2 test - Rep 2,Positive - GINW50,Positive,50,Negative,No,162.5,11.8,32.7,10.2,13.7,
2022-01-13_NABITA004.26_6,S2R,1/13/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20156,20202.0122,LoD 2 test - Rep 3,Positive - GINW50,Positive,50,Negative,No,84.7,7.3,9.8,39.5,20,
2022-01-14_NABITA004.26_1,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20158,20202.0122,LoD 3 test - Rep 1,Positive - GINW60,Positive,60,Positive,Yes,54.9,42.3,9.2,14.2,10.9,
2022-01-14_NABITA004.26_2,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20159,20202.0122,LoD 3 test - Rep 2,Positive - GINW60,Positive,60,Positive,Yes,159.8,43.6,9.1,13.6,14.6,
2022-01-14_NABITA004.26_3,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20161,20202.0122,LoD 3 test - Rep 3,Positive - GINW60,Positive,60,Positive,Yes,146,63.9,12.7,24.6,121.8,
2022-01-14_NABITA004.26_4,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20163,20202.0122,LoD 3 test - Rep 4,Positive - GINW60,Positive,60,Positive,yes,127.7,91.9,15.9,16.5,116.2,
2022-01-14_NABITA004.26_5,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20166,20202.0122,LoD 3 test - Rep 5,Positive - GINW60,Positive,60,Negative,No,154,10.4,13.3,15,18.9,
2022-01-14_NABITA002.40_1,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20136,20202.1221,Device release,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,80,52.7,75,114.7,78,
2022-01-14_NABITA004.26_6,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20167,20202.0122,LoD 3 test - Rep 6,Positive - GINW60,Positive,60,Positive,Yes,138.9,11.6,59.9,138.1,124.4,
2022-01-14_NABITA004.26_7,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20168,20202.0122,LoD 3 test - Rep 7,Positive - GINW60,Positive,60,Positive,Yes,91.7,14.6,78.8,19.6,22.2,
2022-01-14_NABITA002.40_2,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20138,20202.1221,Device release,Negative NasalW,Negative,0,Negative,Yes,84.4,11.5,16.9,9.8,9.7,
2022-01-14_NABITA004.26_8,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20155,20202.0122,LoD 3 test - Rep 8,Positive - GINW60,Positive,60,Positive,Yes,156.2,17.3,14.9,105.8,23.1,
2022-01-14_NABITA002.40_3,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20160,20202.0122,LoD 3 test - Rep 9,Positive - GINW60,Positive,60,Positive,Yes,129.8,99.1,122,252.4,137.8,
2022-01-14_NABITA004.26_9,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20164,20202.0122,LoD 3 test - Rep 10,Positive - GINW60,Positive,60,Positive,Yes,128.2,11.8,112.9,25.7,13,
2022-01-14_NABITA002.40_4,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20169,20202.0122,LoD 3 test - Rep 11,Positive - GINW60,Positive,60,Positive,Yes,142.9,12.9,85.4,22.4,12.7,
2022-01-14_NABITA004.26_10,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20170,20202.0122,LoD 3 test - Rep 12,Positive - GINW60,Positive,60,Positive,Yes,143.6,94.1,15.6,19.2,24,
2022-01-14_NABITA002.40_5,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20173,20202.0122,LoD 3 test - Rep 13,Positive - GINW60,Positive,60,Positive,Yes,117.5,12.6,111.7,20.2,19,
2022-01-14_NABITA004.26_11,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20172,20202.0122,LoD 3 test - Rep 14,Positive - GINW60,Positive,60,Positive,Yes,112.3,11.4,9.9,100.4,14.3,
2022-01-14_NABITA002.40_6,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20174,20202.0122,LoD 3 test - Rep 15,Positive - GINW60,Positive,60,Negative,No,140.8,15.8,27.5,58.7,23.3,"Note for PD4: abrupt jump of 15 mvs between 13 -13.5 minutes and mvs total is close to threshold (60), but well result is true negative"
2022-01-14_NABITA004.26_12,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20175,20202.0122,LoD 3 test - Rep 16,Positive - GINW60,Positive,60,Positive,Yes,97.6,12.9,120.4,18.2,12.8,
2022-01-14_NABITA002.40_7,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20176,20202.0122,LoD 3 test - Rep 17,Positive - GINW60,Positive,60,Positive,Yes,129.7,13.4,18.6,190.8,13.1,
2022-01-14_NABITA004.26_13,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20177,20202.0122,LoD 3 test - Rep 18,Positive - GINW60,Positive,60,Positive,Yes,121,9.3,9.3,16.7,122.2,
2022-01-14_NABITA002.40_8,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20178,20202.0122,LoD 3 test - Rep 19,Positive - GINW60,Positive,60,Positive,Yes,117.5,17.2,137.2,46.1,26.3,
2022-01-14_NABITA004.26_14,S2R,1/14/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20179,20202.0122,LoD 3 test - Rep 20,Positive - GINW60,Positive,60,Positive,Yes,139.2,133.1,18,22,14.8,
2022-01-27_NABITA005_1,S2R,1/27/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA005,INSC20135,20202.1221,Early call validation test 1,Positive - GINW7.65K,Positive,"7,650",Invalid,Invalid,43.3,42.5,39.7,56.4,59.1,
2022-01-27_NABITA005_2,S2R,1/27/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA005,INSC20141,20202.1221,Early call validation test 2,Positive - GINW7.65K,Positive,"7,650",Invalid,Invalid,22.2,34.5,19.4,57,37.1,
2022-01-31_NABITA002.41_1,S2R,1/31/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.41,INSC20150,20202.1221,Temperature check test,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,76.7,57.1,136.1,213,160.8,
2022-02-02_NABITA006_1,S2R,2/2/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA006,INSC20142,20202.1221,Device release on Demo Device 1,Negative NasalW,Negative,0,Invalid,Invalid,39.2,16.6,27.2,40.3,14.7,
2022-02-02_NABITA006_2,S2R,2/2/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA006,INSC20143,20202.1221,Device release on Demo Device 1,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,61.6,67.4,67.5,30.4,59.3,Early call
2022-02-07_NABITA002.41_1,S2R,2/7/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.41,INSC20139,20202.1221,Early call validation test,Negative NasalW,Negative,0,Negative,Yes,151.8,13.1,5.4,3.4,8,
2022-02-09_NABITA007_1,S2R,2/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA007,INSC20146,20202.0122,Photo detector test,Negative NasalW,Negative,0,Positive,NA,132.1,25.1,1141.5,46.5,47.8,Flagged result for PD3 due to light channel issue
2022-03-01_NABITA002.42_1,S2R,3/1/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.42,INSC20201,20202.0222,Sub-assembly release,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,90,41.4,24.7,85.1,56.9,
2022-03-01_NABITA004.27_1,S2R,3/1/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.27,INSC20236,20202.0222,Sub-assembly release,Negative NasalW,Negative,0,Negative,Yes,111.2,0,0,0,0,No mvs reading for PD2-PD5
2022-03-01_NABITA002.42_2,S2R,3/1/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA002.42,INSC20238,20202.0322,Sub-assembly release,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,150.8,114.5,148.2,362.7,210.6,
2022-03-01_NABITA004.27_2,S2R,3/1/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.27,INSC20251,20202.0322,Sub-assembly release,Negative NasalW,Negative,0,Negative,Yes,110.6,0,0,0,0,No mvs reading for PD2-PD5
2022-03-03_NABITA002.42_1,S2R,3/3/2022,CXL,Misa Winters,Misa Winters,NABITA002.42,INSC20180,20202.0122,cartridge ring verification,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,134.8,112.5,143.9,217.9,134.5,
2022-03-03_NABITA004.27_1,S2R,3/3/2022,CXL,Misa Winters,Misa Winters,NABITA004.27,INSC20181,20202.0122,cartridge ring verification,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,158.6,101.9,96.2,138.5,147.8,cartridge ring Rev A.8
2022-03-03_NABITA002.42_2,S2R,3/3/2022,CXL,Misa Winters,Misa Winters,NABITA002.42,INSC20183,20202.0122,cartridge ring verification,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,110.1,54.5,92.3,0,0,
2022-03-03_NABITA004.27_2,S2R,3/3/2022,CXL,Misa Winters,Misa Winters,NABITA004.27,INSC20185,20202.0122,cartridge ring verification,Positive - aRNA24K,Gene N,"24,000",Negative,No,71.4,0,0,0,0,cartridge ring Rev A.8
2022-03-03_NABITA002.42_3,S2R,3/3/2022,CXL,Misa Winters,Misa Winters,NABITA002.42,INSC20186,20202.0122,cartridge ring verification,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,135.6,119.5,128.8,0,0,cartridge ring Rev A.8
2022-03-03_NABITA004.27_3,S2R,3/3/2022,CXL,Misa Winters,Misa Winters,NABITA004.27,INSC20188,20202.0122,cartridge ring verification,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,83.5,107.2,120.3,0,0,
2022-03-09_NABITA008.2_1,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.2,INSC20213,20202.0222,Device release on NABITA008,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,163.1,139.1,136.7,146,238.5,
2022-03-09_NABITA008.2_2,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.2,INSC20216,20202.0222,Device release on NABITA008,Negative NasalW,Negative,0,Negative,Yes,161.8,24.7,12.5,7.7,18.3,
2022-03-09_NABITA009.3_1,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA009.3,INSC20214,20202.0222,Device release on NABITA009,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,183.6,228.7,161.7,236.4,169.9,
2022-03-09_NABITA009.3_2,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA009.3,INSC20217,20202.0222,Device release on NABITA009,Negative NasalW,Negative,0,Negative,Yes,214.5,44.6,11.6,22.2,29.5,
2022-03-09_NABITA010.3_1,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA010.3,INSC20195,20202.0222,Device release on NABITA010,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,203.1,146.4,112.2,273.5,266.9,
2022-03-09_NABITA010.3_2,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA010.3,INSC20197,20202.0222,Device release on NABITA010,Negative NasalW,Negative,0,Positive,No,195,120.5,7.4,13.7,21.6,
2022-03-09_NABITA010.3_3,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA010.3,INSC20200,20202.0222,Device release on NABITA010,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,190.6,201.1,99,14.8,20.8,
2022-03-09_NABITA010.3_4,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA010.3,INSC20204,20202.0222,Early-call on NABITA010,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,187.5,197,120.9,228.5,240.1,
2022-03-09_NABITA010.3_5,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA010.3,INSC20207,20202.0222,Early-call on NABITA010,Negative NasalW,Negative,0,Positive,No,195.4,99.3,27.4,47.9,36.2,
2022-03-09_NABITA010.3_6,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA010.3,INSC20212,20202.0222,Device release on NABITA010 - Repeat NTC,Negative NasalW,Negative,0,Positive,No,149.6,99.7,27.4,35.5,15.6,
2022-03-09_NABITA011.4_1,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.4,INSC20196,20202.0222,Device release on NABITA011,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,125.5,89.6,111.4,246.9,256.1,
2022-03-09_NABITA011.4_2,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.4,INSC20198,20202.0222,Device release on NABITA011,Negative NasalW,Negative,0,Negative,Yes,159.5,10,21.5,18.1,16.8,
2022-03-09_NABITA011.4_3,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.4,INSC20202,20202.0222,Device release on NABITA011,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,166.2,73.7,73.7,22.9,20.1,
2022-03-09_NABITA011.4_4,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.4,INSC20205,20202.0222,Early-call on NABITA011,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,159.5,84.3,102.7,241.6,245.9,
2022-03-09_NABITA011.4_5,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.4,INSC20208,20202.0222,Early-call on NABITA011,Negative NasalW,Negative,0,Negative,Yes,141.3,8.9,13.1,33.7,18.7,
2022-03-09_NABITA012.4_1,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20199,20202.0222,Device release on NABITA012,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,185.7,74.9,94.5,318.1,281.1,
2022-03-09_NABITA012.4_2,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20203,20202.0222,Device release on NABITA012,Negative NasalW,Negative,0,Negative,Yes,163.6,13.3,10.3,70.2,22.7,"PD4 slow ramp up, filtered out by detect algorithm"
2022-03-09_NABITA012.4_3,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20206,20202.0222,Device release on NABITA012,Positive - aRNA24K,Gene N,"24,000",Negative,No,166.3,18.1,11.9,16.3,18.9,
2022-03-09_NABITA012.4_4,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20209,20202.0222,Early-call on NABITA012,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,218.4,78.6,118,291.2,228.8,
2022-03-09_NABITA012.4_5,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20211,20202.0222,Early-call on NABITA012,Negative NasalW,Negative,0,Negative,Yes,163.6,11.8,11.1,23.8,19,
2022-03-09_NABITA012.4_6,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20210,20202.0222,Device release on NABITA012 - Repeat cross-well,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,184.7,60.4,10.7,17.4,16.8,
2022-03-09_NABITA012.4_7,S2R,3/9/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20215,20202.0222,Device release on NABITA012 - Repeat cross-well,Positive - aRNA24K,Gene N,"24,000",Negative,No,150,10.9,8.2,27.6,33.6,
2022-03-10_NABITA008.2_1,S2R,3/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.2,INSC20218,20202.0222,Device release on NABITA008,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,176,164.3,24.2,16.4,18,
2022-03-10_NABITA009.3_1,S2R,3/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA009.3,INSC20219,20202.0222,Device release on NABITA009,Positive - aRNA24K,Gene N,"24,000",Device Fail,Fail,NA,NA,NA,NA,NA,Device screen stuck on 24C temp of reaction step; canceled test
2022-03-10_NABITA008.2_2,S2R,3/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.2,INSC20220,20202.0222,Early-call on NABITA008,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,104.5,183.7,116.4,144.9,121.7,
2022-03-10_NABITA008.2_3,S2R,3/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.2,INSC20221,20202.0222,Early-call on NABITA008,Negative NasalW,Negative,0,Negative,Yes,166.2,42.5,37.7,24.2,22.7,
2022-03-10_NABITA009.3_2,S2R,3/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA009.3,INSC20222,20202.0222,Device release on NABITA009 - Repeat cross-well,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,197,133.1,11.8,11,16.3,
2022-03-10_NABITA009.3_3,S2R,3/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA009.3,INSC20223,20202.0222,Early-call on NABITA009,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,186.6,106.7,174.5,290,237.2,
2022-03-10_NABITA009.3_4,S2R,3/10/2022,CXL,Misa Winters,Misa Winters,NABITA009.3,INSC20224,20202.0222,Early-call on NABITA009,Negative NasalW,Negative,0,Negative,Yes,176.1,15.3,11.7,28.9,13.5,
2022-03-11_NABITA012.4_1,S2R,3/11/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20225,20202.0222,Device release on NABITA012 - Repeate cross-well,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,202,66.1,118.1,51.1,16.9,
2022-03-11_NABITA012.4_2,S2R,3/11/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.4,INSC20226,20202.0222,Device release on NABITA012 - Repeate cross-well,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,158.7,53.9,17.4,21.6,18.7,
2022-03-15_NABITA013.1_1,S2R,3/15/2022,CXL,Misa Winters,Misa Winters,NABITA013.1,INSC20227,20202.0222,Device release on NABITA013,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,223.4,203.5,167.7,284.5,293.9,
2022-03-15_NABITA014.0_1,S2R,3/15/2022,CXL,Misa Winters,Misa Winters,NABITA014.0,INSC20228,20202.0222,Device release on NABITA014,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,177.9,101.4,88.2,181.4,295.4,
2022-03-15_NABITA013.1_2,S2R,3/15/2022,CXL,Misa Winters,Misa Winters,NABITA013.1,INSC20229,20202.0222,Device release on NABITA013,Negative NasalW,Negative,0,Positive,No,254,31.5,82.6,61.2,26.5,false positive curve above threshold
2022-03-15_NABITA014.0_2,S2R,3/15/2022,CXL,Misa Winters,Misa Winters,NABITA014.0,INSC20230,20202.0222,Device release on NABITA014,Negative NasalW,Negative,0,Negative,Yes,213.5,38.8,10.5,54.9,24.1,
2022-03-15_NABITA013.1_3,S2R,3/15/2022,CXL,Misa Winters,Misa Winters,NABITA013.1,INSC20231,20202.0222,Device release on NABITA013,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,219.2,130.1,138.2,21.7,25.7,
2022-03-15_NABITA014.0_3,S2R,3/15/2022,CXL,Misa Winters,Misa Winters,NABITA014.0,INSC20232,20202.0222,Device release on NABITA014,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,196.7,56.9,155,65.7,41.5,
2022-03-17_NABITA012.5_1,S2R,3/17/2022,CXL,Misa Winters,Misa Winters,NABITA012.5,INSC20233,20202.0222,Early call on NABITA012,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,128.2,22.4,35.8,97.2,192.7,
2022-03-17_NABITA013.2_1,S2R,3/17/2022,CXL,Misa Winters,Misa Winters,NABITA013.2,INSC20234,20202.0222,Early call on NABITA013,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,173.1,125.5,65.7,47.4,31.7,Device screen stuck on 24C temp of reaction step; canceled test but reran with cartridge staying compressed while waiting to go through all New Test steps
2022-03-17_NABITA012.5_2,S2R,3/17/2022,CXL,Misa Winters,Misa Winters,NABITA012.5,INSC20235,20202.0222,Early call on NABITA012,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,117.6,52.2,40.2,247.5,225.4,
2022-03-17_NABITA013.2_2,S2R,3/17/2022,CXL,Misa Winters,Misa Winters,NABITA013.2,INSC20237,20202.0322,Early call on NABITA013,Negative NasalW,Negative,0,Positive,No,186.6,44.5,94.8,18.5,22.9,Steady increase in mvs signal over entire test for PD3
2022-03-18_NABITA012.5_1,S2R,3/18/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.5,INSC20239,20202.0322,Early call algorithm check (1/2),Positive - GINW7.65K,Positive,"7,650",Positive,Yes,147.2,67.9,61.6,191.2,244.2,
2022-03-18_NABITA013.2_1,S2R,3/18/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA013.2,INSC20240,20202.0322,Device release on NABITA013 - Repeat negative,Negative NasalW,Negative,0,Device Fail,Fail,,,,,,Device screen stuck on 24C temp of reaction step; canceled test
2022-03-18_NABITA012.5_2,S2R,3/18/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.5,INSC20250,20202.0322,Early call algorithm check (2/2),Positive - GINW7.65K,Positive,"7,650",Positive,Yes,239.8,112.2,60.7,192.9,278.7,
2022-03-21_NABITA012.5_1,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.5,INSC20277,20202.0322,Early call algorithm check (1/2),Positive - GINW7.65K,Positive,"7,650",Positive,Yes,107.5,39,40.3,111.8,158,
2022-03-21_NABITA012.5_2,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.5,INSC20242,20202.0322,Early call algorithm check (2/2),Positive - GINW7.65K,Positive,"7,650",Positive,Yes,121.1,62.8,109.2,173.5,160.3,
2022-03-21_NABITA008.4_1,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.4,INSC20244,20202.0322,Early call on NABITA008 - Repeat PC,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,122.9,136.2,134.7,65.8,106.8,
2022-03-21_NABITA011.5_1,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.5,INSC20247,20202.0322,Early call on NABITA011 - Repeat PC,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,52.6,16.1,14.6,18.6,72.1,
2022-03-21_NABITA012.5_3,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.5,INSC20261,20202.0322,Early call on NABITA012 - Repeat PC,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,102.8,37,60.3,178.9,190.2,
2022-03-21_NABITA014.0_1,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA014.0,INSC20271,20202.0322,Device release on NABITA014 - Repeat PC,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,190.2,192.8,161.4,285.7,379.7,
2022-03-21_NABITA011.5_2,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.5,INSC20243,20202.0322,Early call on NABITA011 - Repeat NTC,Negative NasalW,Negative,0,Positive,No,80.7,29.6,40.4,80.2,54.8,"Sharp increase in mvs at 7-7.5 minutes, but not sure if this is what triggered false-positive result"
2022-03-21_NABITA008.4_2,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.4,INSC20268,20202.0322,Early call on NABITA008 - Repeat NTC,Negative NasalW,Negative,0,Negative,Yes,157.4,19.4,11.1,19,22.4,
2022-03-21_NABITA012.5_4,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA012.5,INSC20273,20202.0322,Early call on NABITA012 - Repeat NTC,Negative NasalW,Negative,0,Negative,Yes,177.8,15.7,10.6,25.5,42.1,
2022-03-21_NABITA014.0_2,S2R,3/21/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA014.0,INSC20276,20202.0322,Device release on NABITA014 - Repeat NTC,Negative NasalW,Negative,0,Negative,Yes,206.2,43.8,65.2,92.8,41.7,Sharp increase in mvs at 14.5-15 minutes; unknown cause
2022-03-22_NABITA014.0_1,S2R,3/22/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA014.0,INSC20275,20202.0322,Device release on NABITA014 - Repeat cross-well,Positive - aRNA24K,Gene N,"24,000",Negative,No,218.7,20.2,19.9,21.8,14.5,
2022-03-22_NABITA008.4_1,S2R,3/22/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA008.4,PD EV Low Cartridge,N/A,Dummy run for troubleshooting spike in mvs signal at 0.5 minute-interval seen on 21Mar22 testing,Negative,Negative,0,Invalid,Yes,26.3,29.7,26.9,36.9,26,"Sharp increase in mvs at 3-3.5 minutes, but may be due to the blank cartridge used"
2022-03-22_NABITA011.5_1,S2R,3/22/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA011.5,INSC20254,20202.0322,Early call on NABITA011 - Repeat 2 of NTC,Negative NasalW,Negative,0,Negative,Yes,158.9,15.8,16.4,20.5,29.9,
